Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
6485950,00000083,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
6485952,00000254,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
6487026,0000019F,false,Rx,0,6,14,F3,FE,7F,00,10,00,00,
6488195,0000036E,false,Rx,0,5,3C,FE,FE,FF,14,00,00,00,
6488198,000001DB,false,Rx,0,8,64,C0,FF,FC,CF,FF,00,FF,
6488201,0000012F,false,Rx,0,8,AE,29,F6,2D,FF,FF,FF,02,
6490348,000000D9,false,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,FF,
6490351,000002AE,false,Rx,0,8,FF,FF,FF,64,FF,AF,64,00,
6492025,00000173,false,Rx,0,8,66,F1,00,0E,30,00,DE,10,
6496908,00000199,false,Rx,0,6,04,F4,E1,7E,00,30,00,00,
6496911,0000019A,false,Rx,0,6,EF,F4,4A,7F,00,10,00,00,
6500350,000000D9,false,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,FF,
6500352,000000A5,false,Rx,0,8,A7,08,FF,F7,FF,00,00,C1,
6500354,000000DC,false,Rx,0,6,40,08,22,D0,07,EE,00,00,
6500355,000003FD,false,Rx,0,5,7F,03,20,FF,FF,00,00,00,
6501505,00000201,false,Rx,0,8,23,C1,81,D1,00,FF,F0,FF,
6501508,00000302,false,Rx,0,7,A4,F4,B8,6F,EC,00,00,00,
6503678,000001A1,false,Rx,0,5,7D,C2,00,00,8A,00,00,00,
6505909,00000083,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
6505910,00000254,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
6506935,0000019F,false,Rx,0,6,80,F5,F0,7F,00,10,00,00,
6508611,0000003C,false,Rx,0,8,C7,51,00,82,01,00,E5,FF,
6509946,000002FA,false,Rx,0,8,FD,FF,FF,17,3B,17,3B,14,
6509947,000000D9,false,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,FF,
6511135,000002AE,false,Rx,0,8,FF,FF,FF,64,FF,AF,64,00,
6511137,00000265,false,Rx,0,8,F1,66,88,13,70,30,FF,FF,
6511138,0000038C,false,Rx,0,2,F7,FF,00,00,00,00,00,00,
6513470,000002A7,false,Rx,0,5,8F,F0,FE,FF,14,00,00,00,
6513472,0000008F,false,Rx,0,8,FF,FF,00,7D,FC,FF,FF,FF,
6513473,00000197,false,Rx,0,4,38,0D,FE,FC,00,00,00,00,
6516874,00000199,false,Rx,0,6,D0,F6,E1,7E,00,30,00,00,
6516875,0000019A,false,Rx,0,6,53,F6,45,7F,00,10,00,00,
6519114,000002EB,false,Rx,0,8,1E,FD,11,11,11,51,11,FF,
6519115,000001E4,false,Rx,0,8,84,07,61,61,11,11,11,11,
6519115,000001C0,false,Rx,0,8,03,36,00,40,63,55,55,57,
6520311,000000D9,false,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,FF,
6520312,000000A5,false,Rx,0,8,FA,09,FF,F7,FF,00,00,C1,
6520312,000000DC,false,Rx,0,6,2A,09,22,D0,07,EE,00,00,
6520313,0000032B,false,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,FF,
6523563,000001A1,false,Rx,0,5,E0,C3,00,00,8A,00,00,00,
6525852,00000083,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
6525853,00000254,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
6526848,0000019F,false,Rx,0,6,A1,F7,FE,7F,00,10,00,00,
6528027,000005E0,false,Rx,0,8,11,03,00,09,FF,FF,C0,00,
6528028,000001DB,false,Rx,0,8,64,C0,FF,FC,CF,FF,00,FF,
6529968,000001BB,false,Rx,0,8,FF,FF,00,FF,FF,FF,FF,FF,
6529969,000000D9,false,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,FF,
6531057,000002AE,false,Rx,0,8,FF,FF,FF,64,FF,AF,64,00,
6531058,00000510,false,Rx,0,8,40,10,10,00,00,82,01,00,
6535267,000001B3,false,Rx,0,8,C4,6D,03,01,00,FF,FF,EA,
6536874,00000199,false,Rx,0,6,C6,F8,E1,7E,00,30,00,00,
6536875,0000019A,false,Rx,0,6,96,F8,40,7F,00,10,00,00,
6540601,000000D9,false,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,FF,
6540601,000000A5,false,Rx,0,8,1D,0A,FF,F7,FF,00,00,C1,
6540602,000000DC,false,Rx,0,6,94,0A,22,D0,07,EE,00,00,
6542432,00000173,false,Rx,0,8,E8,F6,00,0E,30,00,DE,10,
6542433,00000302,false,Rx,0,7,AB,F8,B8,6F,EC,00,00,00,
6543576,000001A1,false,Rx,0,5,14,C4,00,00,8A,00,00,00,
6543577,00000197,false,Rx,0,4,B4,0E,FE,FC,00,00,00,00,
6545909,00000083,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
6545910,00000254,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
6546893,0000019F,false,Rx,0,6,82,F9,00,80,00,10,00,00,
6548726,000002A5,false,Rx,0,2,FE,FE,00,00,00,00,00,00,
6550136,000002BB,false,Rx,0,5,E6,FA,3F,00,F2,00,00,00,
6550137,000000D9,false,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,FF,
6550138,000002AE,false,Rx,0,8,FF,FF,FF,64,FF,AF,64,00,
6551298,00000201,false,Rx,0,8,30,C1,90,D1,00,FF,F0,FF,
6551298,000002C4,false,Rx,0,8,00,00,00,FF,FF,00,00,0F,
6552415,0000029D,false,Rx,0,8,FF,FF,FF,FF,0F,FF,FF,FF,
6554587,0000008F,false,Rx,0,8,FF,FF,00,7D,FC,FF,FF,FF,
6556927,00000199,false,Rx,0,6,12,FA,E1,7E,00,30,00,00,
6556928,0000019A,false,Rx,0,6,29,FA,54,7F,00,10,00,00,
6558603,000000CA,false,Rx,0,8,D4,25,00,00,00,00,FD,F7,
6560368,000001C0,false,Rx,0,8,5E,37,00,40,63,55,55,57,
6560369,000000D9,false,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,FF,
6560370,000000A5,false,Rx,0,8,40,0B,FF,F7,FF,00,00,C1,
6560370,000000DC,false,Rx,0,6,FE,0B,22,D0,07,EE,00,00,
6563678,000001A1,false,Rx,0,5,89,C5,00,00,8A,00,00,00,
6565999,00000083,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
6566000,00000254,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
6566000,00000293,false,Rx,0,5,E2,AA,FE,FF,14,00,00,00,
6567122,0000019F,false,Rx,0,6,3F,FB,06,80,00,10,00,00,
6568262,0000036F,false,Rx,0,5,06,F0,FE,FF,14,00,00,00,
6568263,000001DB,false,Rx,0,8,64,C0,FF,FC,CF,FF,00,FF,
6568264,000002E0,false,Rx,0,6,5C,FA,75,40,24,FF,00,00,
6568264,00000065,false,Rx,0,8,DB,8E,00,03,FF,FF,FF,FF,
6569507,000002EB,false,Rx,0,8,F9,FE,11,11,11,51,11,FF,
6569508,000000D9,false,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,FF,
6570547,000001AE,false,Rx,0,3,07,AA,5A,00,00,00,00,00,
6570549,000001E4,false,Rx,0,8,D8,08,61,61,11,11,11,11,
6570550,000002AE,false,Rx,0,8,FF,FF,FF,64,FF,AF,64,00,
6570551,00000284,false,Rx,0,8,C8,80,0C,FF,FF,FF,FF,0F,
6573928,00000197,false,Rx,0,4,BD,00,FE,FC,00,00,00,00,
6573929,0000019D,false,Rx,0,8,0A,3E,92,02,FF,FF,FF,FF,
6576879,00000199,false,Rx,0,6,73,FC,E1,7E,00,30,00,00,
6576882,0000019A,false,Rx,0,6,23,FC,40,7F,00,10,00,00,
6580004,00000376,false,Rx,0,3,69,18,11,00,00,00,00,00,
6580005,000000D9,false,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,FF,
6580006,000000A5,false,Rx,0,8,CE,0C,FF,F7,FF,00,00,C1,
6580008,000000DC,false,Rx,0,6,F5,0C,22,D0,07,EE,00,00,
6581613,00000294,false,Rx,0,5,3D,C3,FE,FF,14,00,00,00,
6581614,00000163,false,Rx,0,8,F2,FC,04,25,13,15,04,F5,
6582358,00000302,false,Rx,0,7,AE,FC,B8,6F,EC,00,00,00,
6583612,000001A1,false,Rx,0,5,33,C6,00,00,8A,00,00,00,
6586612,00000083,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
6586614,00000254,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
6586940,0000019F,false,Rx,0,6,02,FD,FE,7F,00,10,00,00,
6586942,00000301,false,Rx,0,7,5C,CD,05,72,FF,FF,CF,00,
6588686,0000012F,false,Rx,0,8,49,2A,F6,2D,FF,FF,FF,02,
6590156,000003E9,false,Rx,0,8,FF,FF,0F,FF,FF,FF,FF,FF,
6590159,000000D9,false,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,FF,
6591135,000002AE,false,Rx,0,8,FF,FF,FF,64,FF,AF,64,00,
6591139,00000200,false,Rx,0,8,01,00,74,FF,FF,00,FF,C0,
6592236,00000173,false,Rx,0,8,0E,FB,00,0E,30,00,DE,10,
6593515,000002A7,false,Rx,0,5,12,F1,FE,FF,14,00,00,00,
6593518,0000008F,false,Rx,0,8,FF,FF,00,7D,FC,FF,FF,FF,
6596984,00000199,false,Rx,0,6,1C,FE,EB,7E,00,30,00,00,
6597017,0000019A,false,Rx,0,6,9F,FE,4F,7F,00,10,00,00,
6598668,00000314,false,Rx,0,5,50,80,1D,FF,FF,00,00,00,
6598672,0000037F,false,Rx,0,2,FF,F0,00,00,00,00,00,00,
6600073,000001C0,false,Rx,0,8,02,38,00,40,63,55,55,57,
6600076,000000D9,false,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,FF,
6600077,000000A5,false,Rx,0,8,93,0D,FF,F7,FF,00,00,C1,
6600080,000000DC,false,Rx,0,6,9F,0D,22,D0,07,EE,00,00,
6600081,000003FD,false,Rx,0,5,8B,04,20,FF,FF,00,00,00,
6601239,00000201,false,Rx,0,8,3E,C1,9F,D1,00,FF,F0,FF,
6601242,00000297,false,Rx,0,7,35,FE,F0,E0,F0,F0,A8,00,
6601244,000003B4,false,Rx,0,8,FF,FF,FC,FF,F8,F8,00,FF,
6603600,000001A1,false,Rx,0,5,AE,C7,00,00,8A,00,00,00,
6603603,00000197,false,Rx,0,4,32,01,FE,FC,00,00,00,00,
6605895,00000083,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
6605898,00000254,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
6606890,0000019F,false,Rx,0,6,36,F0,F6,7F,00,10,00,00,
6608363,000001DB,false,Rx,0,8,64,C0,FF,FC,CF,FF,00,FF,
6608365,0000003C,false,Rx,0,8,20,52,00,82,01,00,E5,FF,
6610400,000000D9,false,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,FF,
6610404,000002AE,false,Rx,0,8,FF,FF,FF,64,FF,AF,64,00,
6610407,000001C8,false,Rx,0,8,00,00,00,00,F0,31,FF,FF,
6611418,0000026B,false,Rx,0,8,6D,1D,FD,FF,FF,FF,FF,FF,
6611421,00000265,false,Rx,0,8,F1,66,88,13,70,30,FF,FF,
6611424,00000340,false,Rx,0,2,F3,FF,00,00,00,00,00,00,
6614625,0000042B,false,Rx,0,4,95,1F,72,30,00,00,00,00,
6616973,00000199,false,Rx,0,6,DB,F1,E1,7E,00,30,00,00,
6616976,0000019A,false,Rx,0,6,8B,F1,40,7F,00,10,00,00,
6619109,000002EB,false,Rx,0,8,F8,F0,11,11,11,51,11,FF,
6619111,000001E4,false,Rx,0,8,85,09,61,61,11,11,11,11,
6620302,000000D9,false,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,FF,
6620305,000000A5,false,Rx,0,8,74,0E,FF,F7,FF,00,00,C1,
6620307,000000DC,false,Rx,0,6,21,0E,22,D0,07,EE,00,00,
6622012,00000302,false,Rx,0,7,E7,F1,B8,6F,EC,00,00,00,
6623677,000001A1,false,Rx,0,5,C6,C8,00,00,8A,00,00,00,
6625881,00000083,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
6625883,00000254,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
6626910,0000019F,false,Rx,0,6,AC,F2,F2,7F,00,10,00,00,
6630422,000000D9,false,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,FF,
6630425,000002AE,false,Rx,0,8,FF,FF,FF,64,FF,AF,64,00,
6631923,00000510,false,Rx,0,8,40,10,10,00,00,82,01,00,
6633937,0000008F,false,Rx,0,8,FF,FF,00,7D,FC,FF,FF,FF,
6633940,00000197,false,Rx,0,4,BE,02,FE,FC,00,00,00,00,
6634979,000001B3,false,Rx,0,8,C4,6D,03,02,00,FF,FF,EB,
6636962,00000199,false,Rx,0,6,0F,F3,E1,7E,00,30,00,00,
6636964,0000019A,false,Rx,0,6,8C,F3,45,7F,00,10,00,00,
6638729,000000CA,false,Rx,0,8,33,26,00,00,00,00,FD,F7,
6638731,00000349,false,Rx,0,5,FE,FF,FE,FF,FF,00,00,00,
6640035,000001C0,false,Rx,0,8,5F,39,00,40,63,55,55,57,
6640037,000000D9,false,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,FF,
6640039,000000A5,false,Rx,0,8,75,00,FF,F7,FF,00,00,C1,
6640041,000000DC,false,Rx,0,6,37,00,22,D0,07,EE,00,00,
6641838,000000C0,false,Rx,0,2,FC,40,00,00,00,00,00,00,
6641841,00000173,false,Rx,0,8,66,F1,00,0E,30,00,DE,10,
6643675,000001A1,false,Rx,0,5,5B,C9,00,00,8A,00,00,00,
6645950,00000083,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
6645953,00000254,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
6645955,00000296,false,Rx,0,5,04,EB,FE,FF,14,00,00,00,
6646961,0000019F,false,Rx,0,6,38,F4,FC,7F,00,10,00,00,
6648247,0000036E,false,Rx,0,5,C9,F0,FE,FF,14,00,00,00,
6648250,000001DB,false,Rx,0,8,64,C0,FF,FC,CF,FF,00,FF,
6648252,000001E1,false,Rx,0,6,61,F3,00,FF,FF,FF,00,00,
6650257,000002BB,false,Rx,0,5,7B,FB,3F,00,F2,00,00,00,
6650261,000000D9,false,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,FF,
6650263,000002AE,false,Rx,0,8,FF,FF,FF,64,FF,AF,64,00,
6651248,00000201,false,Rx,0,8,4B,C1,AE,D1,00,FF,F0,FF,
6651251,0000029D,false,Rx,0,8,FF,FF,FF,FF,0F,FF,FF,FF,
6651252,000002C4,false,Rx,0,8,00,00,00,FF,FF,00,00,0F,
6656977,00000199,false,Rx,0,6,6E,F5,E1,7E,00,30,00,00,
6656980,0000019A,false,Rx,0,6,ED,F5,45,7F,00,10,00,00,
6656982,00000081,false,Rx,0,8,06,10,00,06,06,07,07,FF,
6660410,000000D9,false,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,FF,
6660412,000000A5,false,Rx,0,8,28,01,FF,F7,FF,00,00,C1,
6660415,000000DC,false,Rx,0,6,5D,01,22,D0,07,EE,00,00,
6661983,00000302,false,Rx,0,7,E2,F5,B8,6F,EC,00,00,00,
6663621,000001A1,false,Rx,0,5,E1,CA,00,00,8A,00,00,00,
6663624,00000197,false,Rx,0,4,31,03,FE,FC,00,00,00,00,
6665878,00000083,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
6665881,00000254,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
6666962,0000019F,false,Rx,0,6,CB,F6,FE,7F,00,10,00,00,
6668354,000002E0,false,Rx,0,6,36,FB,75,40,24,FF,00,00,
6668357,00000065,false,Rx,0,8,DA,80,00,03,FF,FF,FF,FF,
6669446,000001E4,false,Rx,0,8,62,0A,61,61,11,11,11,11,
6669449,000000D9,false,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,FF,
6670623,000001AE,false,Rx,0,3,07,AA,5A,00,00,00,00,00,
6670626,000002AE,false,Rx,0,8,FF,FF,FF,64,FF,AF,64,00,
6670627,00000145,false,Rx,0,3,C8,9F,F0,00,00,00,00,00,
6670630,000002EB,false,Rx,0,8,A5,F1,11,11,11,51,11,FF,
6671647,00000284,false,Rx,0,8,C8,80,0C,FF,FF,FF,FF,0F,
6671649,0000026C,false,Rx,0,8,79,8A,F1,FF,FF,FF,FF,FF,
6673442,000002A7,false,Rx,0,5,A8,F2,FE,FF,14,00,00,00,
6673445,0000008F,false,Rx,0,8,FF,FF,00,7D,FC,FF,FF,FF,
6674684,00000412,false,Rx,0,4,03,50,00,00,00,00,00,00,
6674687,00000414,false,Rx,0,4,03,54,00,00,00,00,00,00,
6676964,00000199,false,Rx,0,6,BA,F7,E1,7E,00,30,00,00,
6676966,0000019A,false,Rx,0,6,39,F7,45,7F,00,10,00,00,
6678725,00000094,false,Rx,0,8,03,50,00,00,FF,FF,FF,FF,
6680059,000001C0,false,Rx,0,8,B8,3A,00,40,63,55,55,57,
6680062,00000376,false,Rx,0,3,25,19,11,00,00,00,00,00,
6680064,000000D9,false,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,FF,
6680066,000000A5,false,Rx,0,8,CF,02,FF,F7,FF,00,00,C1,
6680068,000000DC,false,Rx,0,6,E3,02,22,D0,07,EE,00,00,
6681977,00000163,false,Rx,0,8,C7,F7,04,25,13,15,04,F5,
6683766,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
6685880,00000083,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
6685883,00000254,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
6686964,0000019F,false,Rx,0,6,FA,F8,FC,7F,00,10,00,00,
6688328,000001DB,false,Rx,0,8,64,C0,FF,FC,CF,FF,00,FF,
6688330,0000012F,false,Rx,0,8,14,2B,F6,2D,FF,FF,FF,02,
6690374,000000D9,false,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,FF,
6690377,000002AE,false,Rx,0,8,FF,FF,FF,64,FF,AF,64,00,
6692169,00000173,false,Rx,0,8,E8,F6,00,0E,30,00,DE,10,
6693973,00000197,false,Rx,0,4,BB,04,FE,FC,00,00,00,00,
6693976,0000043D,false,Rx,0,8,0A,D4,CF,68,51,1B,80,61,
6696945,00000199,false,Rx,0,6,17,F9,EB,7E,00,30,00,00,
6696950,0000019A,false,Rx,0,6,FC,F9,40,7F,00,10,00,00,
6698715,00000220,false,Rx,0,8,56,A5,E5,FF,FF,FF,FF,FF,
6700347,000000D9,false,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,FF,
6700349,000000A5,false,Rx,0,8,92,03,FF,F7,FF,00,00,C1,
6700353,000000DC,false,Rx,0,6,89,03,22,D0,07,EE,00,00,
6700355,000003FD,false,Rx,0,5,16,05,20,FF,FF,00,00,00,
6700358,00000201,false,Rx,0,8,59,C1,BD,D1,00,FF,F0,FF,
6701986,00000302,false,Rx,0,7,ED,F9,B8,6F,EC,00,00,00,
6703616,000001A1,false,Rx,0,5,88,CC,00,00,8A,00,00,00,
6705895,00000083,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
6705897,00000254,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
6706913,0000019F,false,Rx,0,6,B2,FA,F4,7F,00,10,00,00,
6708609,0000003C,false,Rx,0,8,7D,53,00,82,01,00,E5,FF,
6710344,000000D9,false,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,FF,
6710347,000002AE,false,Rx,0,8,FF,FF,FF,64,FF,AF,64,00,
6710350,00000265,false,Rx,0,8,F1,66,88,13,70,30,FF,FF,
6713950,0000008F,false,Rx,0,8,FF,FF,00,7D,FC,FF,FF,FF,
6716975,00000199,false,Rx,0,6,78,FB,E1,7E,00,30,00,00,
6716978,0000019A,false,Rx,0,6,28,FB,40,7F,00,10,00,00,
6718584,000000CA,false,Rx,0,8,6E,27,00,00,00,00,FD,F7,
6718587,000001E4,false,Rx,0,8,3F,0B,61,61,11,11,11,11,
6719682,000002EB,false,Rx,0,8,42,F2,11,11,11,51,11,FF,
6719684,000001C0,false,Rx,0,8,E5,3B,00,40,63,55,55,57,
6719686,000000D9,false,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,FF,
6719689,000000A5,false,Rx,0,8,1C,04,FF,F7,FF,00,00,C1,
6720802,000000DC,false,Rx,0,6,82,04,22,D0,07,EE,00,00,
6720804,0000032B,false,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,FF,
6723559,000001A1,false,Rx,0,5,15,CD,00,00,8A,00,00,00,
6723561,00000384,false,Rx,0,8,FF,FF,F7,FF,FF,FF,FF,FF,
6723562,00000197,false,Rx,0,4,34,05,FE,FC,00,00,00,00,
6725648,000003AF,false,Rx,0,8,50,FD,26,FF,FF,FF,FF,FF,
6725649,00000083,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
6725650,00000254,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
6726885,0000019F,false,Rx,0,6,5D,FC,00,80,00,10,00,00,
6728197,0000036F,false,Rx,0,5,9B,F1,FE,FF,14,00,00,00,
6728198,000001DB,false,Rx,0,8,64,C0,FF,FC,CF,FF,00,FF,
6730031,000001BB,false,Rx,0,8,FF,FF,00,FF,FF,FF,FF,FF,
6730032,000000D9,false,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,FF,
6731060,000002AE,false,Rx,0,8,FF,FF,FF,64,FF,AF,64,00,
6731061,00000510,false,Rx,0,8,40,10,10,00,00,82,01,00,
6735007,000001B3,false,Rx,0,8,C4,6D,03,03,00,FF,FF,EC,
6736922,00000199,false,Rx,0,6,19,FD,E1,7E,00,30,00,00,
6736923,0000019A,false,Rx,0,6,21,FD,4F,7F,00,10,00,00,
6740291,000000D9,false,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,FF,
6740292,000000A5,false,Rx,0,8,41,05,FF,F7,FF,00,00,C1,
6740293,000000DC,false,Rx,0,6,E8,05,22,D0,07,EE,00,00,
6741803,000002F4,false,Rx,0,2,00,00,00,00,00,00,00,00,
6741803,00000173,false,Rx,0,8,0E,FB,00,0E,30,00,DE,10,
6741804,00000302,false,Rx,0,7,E8,FD,B8,6F,EC,00,00,00,
6743713,000001A1,false,Rx,0,5,AF,CE,00,00,8A,00,00,00,
6745916,00000083,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
6745917,00000254,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
6746890,0000019F,false,Rx,0,6,15,FE,08,80,00,10,00,00,
6748619,000002A5,false,Rx,0,2,FE,FE,00,00,00,00,00,00,
6750190,000002BB,false,Rx,0,5,8F,FC,3F,00,F2,00,00,00,
6750190,000000D9,false,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,FF,
6750191,000002AE,false,Rx,0,8,FF,FF,FF,64,FF,AF,64,00,
6750191,00000201,false,Rx,0,8,66,C1,CD,D1,00,FF,F0,FF,
6751620,0000029D,false,Rx,0,8,FF,FF,FF,FF,0F,FF,FF,FF,
6751621,000002C4,false,Rx,0,8,00,00,00,FF,FF,00,00,0F,
6753579,000002A7,false,Rx,0,5,35,F3,FE,FF,14,00,00,00,
6753580,0000008F,false,Rx,0,8,FF,FF,00,7D,FC,FF,FF,FF,
6753581,00000197,false,Rx,0,4,B8,06,FE,FC,00,00,00,00,
6757043,00000199,false,Rx,0,6,B1,F0,E1,7E,00,30,00,00,
6757044,0000019A,false,Rx,0,6,5A,F0,4A,7F,00,10,00,00,
6758732,00000314,false,Rx,0,5,50,80,1D,FF,FF,00,00,00,
6760025,000001C0,false,Rx,0,8,6B,3C,00,40,63,55,55,57,
6760026,000000D9,false,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,FF,
6760027,000000A5,false,Rx,0,8,A6,06,FF,F7,FF,00,00,C1,
6760027,000000DC,false,Rx,0,6,56,06,22,D0,07,EE,00,00,
6763597,000001A1,false,Rx,0,5,5A,C0,00,00,8A,00,00,00,
6765897,00000083,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
6765898,00000254,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
6766994,0000019F,false,Rx,0,6,E5,F1,EE,7F,00,10,00,00,
6768326,000001DB,false,Rx,0,8,64,C0,FF,FC,CF,FF,00,FF,
6768327,000002E0,false,Rx,0,6,3D,FC,75,40,24,FF,00,00,
6768327,00000065,false,Rx,0,8,87,81,00,03,FF,FF,FF,FF,
6769451,000002EB,false,Rx,0,8,1F,F3,11,11,11,51,11,FF,
6769452,000000D9,false,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,FF,
6770568,000001AE,false,Rx,0,3,07,AA,5A,00,00,00,00,00,
6770569,000002AE,false,Rx,0,8,FF,FF,FF,64,FF,AF,64,00,
6770569,000001E4,false,Rx,0,8,B1,0C,61,61,11,11,11,11,
6770569,00000284,false,Rx,0,8,C8,80,0C,FF,FF,FF,FF,0F,
6772009,00000540,false,Rx,0,8,40,40,00,00,00,00,01,00,
6777267,00000199,false,Rx,0,6,65,F2,E1,7E,00,30,00,00,
6777268,0000019A,false,Rx,0,6,8E,F2,4A,7F,00,10,00,00,
6779992,00000376,false,Rx,0,3,F1,1A,11,00,00,00,00,00,
6779993,000000D9,false,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,FF,
6779993,000000A5,false,Rx,0,8,FB,07,FF,F7,FF,00,00,C1,
6779994,000000DC,false,Rx,0,6,3C,07,22,D0,07,EE,00,00,
6782145,00000163,false,Rx,0,8,6B,F2,04,25,13,15,06,F5,
6782146,00000302,false,Rx,0,7,2D,F2,B8,6F,EC,00,00,00,
6783630,000001A1,false,Rx,0,5,C7,C1,00,00,8A,00,00,00,
6783631,00000197,false,Rx,0,4,37,07,FE,FC,00,00,00,00,
6785893,00000083,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
6785895,00000254,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
6786950,0000019F,false,Rx,0,6,88,F3,F6,7F,00,10,00,00,
6786951,00000301,false,Rx,0,7,DF,C3,05,72,FF,FF,CF,00,
6788628,0000012F,false,Rx,0,8,9A,2C,F6,2D,FF,FF,FF,02,
6790470,000003E9,false,Rx,0,8,FF,FF,0F,FF,FF,FF,FF,FF,
6790471,000000D9,false,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,FF,
6791611,000002AE,false,Rx,0,8,FF,FF,FF,64,FF,AF,64,00,
6792603,00000173,false,Rx,0,8,66,F1,00,0E,30,00,DE,10,
6793928,0000008F,false,Rx,0,8,FF,FF,00,7D,FC,FF,FF,FF,
6797284,00000199,false,Rx,0,6,04,F4,E1,7E,00,30,00,00,
6797285,0000019A,false,Rx,0,6,EF,F4,4A,7F,00,10,00,00,
6798619,000000CA,false,Rx,0,8,32,28,00,00,00,00,FD,F7,
6798620,0000037F,false,Rx,0,2,FF,F0,00,00,00,00,00,00,
6800611,000001C0,false,Rx,0,8,36,3D,00,40,63,55,55,57,
6800612,000000D9,false,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,FF,
6800613,000000A5,false,Rx,0,8,A7,08,FF,F7,FF,00,00,C1,
6800614,000000DC,false,Rx,0,6,40,08,22,D0,07,EE,00,00,
6800615,000003FD,false,Rx,0,5,AC,06,20,FF,FF,00,00,00,
6801480,00000201,false,Rx,0,8,74,C1,DC,D1,00,FF,F0,FF,
6801481,00000297,false,Rx,0,7,B6,F0,F0,E0,F0,F0,A8,00,
